policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,deadline_sweep_ms
local_only,lossy,126,50.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,25.012306557377276,0.0,0.7223553858756083,0.7223553858756083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,lossy,126,50.0,1000,75.01230655737727,84.01851118868758,84.87231873366858,84.99707928007821,75.01230655737727,1.0,0.7223553858756083,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.802,0.0,0.0,0.802,0.0,0.198,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,lossy,126,50.0,1000,75.01230655737727,84.01851118868758,84.87231873366858,84.99707928007821,75.01230655737727,1.0,0.7223553858756083,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.794,0.0,0.0,0.794,0.0,0.206,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,lossy,126,50.0,1000,20.900284128246327,33.767831496401215,34.84695456582661,34.98161910580522,20.900284128246327,0.0,0.7234100080794332,0.7234100080794332,0.0,0.0,0.0,0.186,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.39999999999999,0.0,0.0,18.6,196,196.0,50.0
deadline_greedy,lossy,126,50.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,25.012306557377276,0.0,0.7223553858756083,0.7223553858756083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,lossy,126,50.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,25.012306557377276,0.0,0.7223553858756083,0.7223553858756083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,lossy,126,50.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,25.012306557377276,0.0,0.7223553858756083,0.7223553858756083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,lossy,126,50.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,25.012306557377276,0.0,0.7223553858756083,0.7223553858756083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,lossy,127,50.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,24.933813775828348,0.0,0.7254720911704587,0.7254720911704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,lossy,127,50.0,1000,74.93381377582836,84.03862120823818,84.85101455105826,84.98530384676405,74.93381377582836,1.0,0.7254720911704587,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.765,0.0,0.0,0.765,0.0,0.235,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,lossy,127,50.0,1000,74.93381377582836,84.03862120823818,84.85101455105826,84.98530384676405,74.93381377582836,1.0,0.7254720911704587,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.821,0.0,0.0,0.821,0.0,0.179,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,lossy,127,50.0,1000,20.86733847891964,33.926388353858535,34.831498903572864,34.98216570511938,20.86733847891964,0.0,0.7261797748626336,0.7261797748626336,0.0,0.0,0.0,0.182,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,18.2,201,201.0,50.0
deadline_greedy,lossy,127,50.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,24.933813775828348,0.0,0.7254720911704587,0.7254720911704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,lossy,127,50.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,24.933813775828348,0.0,0.7254720911704587,0.7254720911704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,lossy,127,50.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,24.933813775828348,0.0,0.7254720911704587,0.7254720911704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,lossy,127,50.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,24.933813775828348,0.0,0.7254720911704587,0.7254720911704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,lossy,128,50.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,25.361525346794913,0.0,0.7258146565752936,0.7258146565752936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,lossy,128,50.0,1000,75.36152534679492,84.11283219410677,84.72279612676886,84.99638466136344,75.36152534679492,1.0,0.7258146565752936,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.812,0.0,0.0,0.812,0.0,0.188,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,lossy,128,50.0,1000,75.36152534679492,84.11283219410677,84.72279612676886,84.99638466136344,75.36152534679492,1.0,0.7258146565752936,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.816,0.0,0.0,0.816,0.0,0.184,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,lossy,128,50.0,1000,20.99846250394254,33.97866314098904,34.722796126768856,34.99638466136344,20.99846250394254,0.0,0.7273225350415238,0.7273225350415238,0.0,0.0,0.0,0.193,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,0.0,19.3,236,236.0,50.0
deadline_greedy,lossy,128,50.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,25.361525346794913,0.0,0.7258146565752936,0.7258146565752936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,lossy,128,50.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,25.361525346794913,0.0,0.7258146565752936,0.7258146565752936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,lossy,128,50.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,25.361525346794913,0.0,0.7258146565752936,0.7258146565752936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,lossy,128,50.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,25.361525346794913,0.0,0.7258146565752936,0.7258146565752936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,lossy,129,50.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,24.956002553810663,0.0,0.7240405957959037,0.7240405957959037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,lossy,129,50.0,1000,74.95600255381066,84.06039549268019,84.85750602439408,84.98083165370367,74.95600255381066,1.0,0.7240405957959037,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.809,0.0,0.0,0.809,0.0,0.191,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,lossy,129,50.0,1000,74.95600255381066,84.06039549268019,84.85750602439408,84.98083165370367,74.95600255381066,1.0,0.7240405957959037,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.777,0.0,0.0,0.777,0.0,0.223,0.0,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,lossy,129,50.0,1000,21.025296776623343,33.85542929297985,34.774018774369715,34.97459379006744,21.025296776623343,0.0,0.7246501997210095,0.7246501997210095,0.0,0.0,0.0,0.175,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,17.5,208,208.0,50.0
deadline_greedy,lossy,129,50.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,24.956002553810663,0.0,0.7240405957959037,0.7240405957959037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,lossy,129,50.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,24.956002553810663,0.0,0.7240405957959037,0.7240405957959037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,lossy,129,50.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,24.956002553810663,0.0,0.7240405957959037,0.7240405957959037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,lossy,129,50.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,24.956002553810663,0.0,0.7240405957959037,0.7240405957959037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,100,50.0,1000,25.08692666256034,33.97167160901372,34.8038020871074,34.974338710079344,25.08692666256034,0.0,0.7249363467025005,0.7249363467025005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,100,50.0,1000,60.98692666256034,83.5533155176996,84.76027410675783,84.95054826151676,60.98692666256034,0.718,0.7249363467025005,0.20303448787014214,17950.0,17.95,17950.0,1.0,0.0,0.0,0.718,0.935933147632312,0.0,0.0,0.935933147632312,0.0,0.06406685236768803,0.282,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,100,50.0,1000,60.98692666256034,83.5533155176996,84.76027410675783,84.95054826151676,60.98692666256034,0.718,0.7249363467025005,0.20303448787014214,25130.0,25.13,25130.0,1.0,0.0,0.0,0.718,0.9136490250696379,0.0,0.0,0.9136490250696379,0.0,0.08635097493036212,0.282,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,100,50.0,1000,12.100630560598816,33.11494718570212,34.496460406143534,34.95054826151675,12.100630560598816,0.0,0.7247595410165492,0.7247595410165492,0.0,0.0,0.0,0.689,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.800000000000004,0.0,0.0,61.199999999999996,321,321.0,50.0
deadline_greedy,variable,100,50.0,1000,25.08692666256034,33.97167160901372,34.8038020871074,34.974338710079344,25.08692666256034,0.0,0.7249363467025005,0.7249363467025005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,100,50.0,1000,25.08692666256034,33.97167160901372,34.8038020871074,34.974338710079344,25.08692666256034,0.0,0.7249363467025005,0.7249363467025005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,100,50.0,1000,25.186926662560342,34.028755147858746,34.83211437384132,75.34396445209134,25.186926662560342,0.002,0.7249363467025005,0.7235218973954154,50.0,0.05,50.0,0.002,0.0,0.0,0.002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.8,0.2,0.0,0.0,4,4.0,50.0
oracle_feasible,variable,100,50.0,1000,25.08692666256034,33.97167160901372,34.8038020871074,34.974338710079344,25.08692666256034,0.0,0.7249363467025005,0.7249363467025005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,101,50.0,1000,24.672838180005726,33.95371677262301,34.79413893516457,34.99816501848515,24.672838180005726,0.0,0.7264126694646463,0.7264126694646463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,101,50.0,1000,62.02283818000573,83.3934237540984,84.71672936568112,84.99816501848515,62.02283818000573,0.747,0.7264126694646463,0.18347543624630472,18675.0,18.675,18675.0,1.0,0.0,0.0,0.747,0.9464524765729585,0.0,0.0,0.9464524765729585,0.0,0.0535475234270415,0.253,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,101,50.0,1000,62.02283818000573,83.3934237540984,84.71672936568112,84.99816501848515,62.02283818000573,0.747,0.7264126694646463,0.18347543624630472,26145.0,26.145,26145.0,1.0,0.0,0.0,0.747,0.9384203480589023,0.0,0.0,0.9384203480589023,0.0,0.06157965194109773,0.253,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,101,50.0,1000,12.286467011636963,32.905010655342785,34.572921633176826,34.99816501848515,12.286467011636963,0.0,0.7262809026408553,0.7262809026408553,0.0,0.0,0.0,0.652,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,59.0,328,328.0,50.0
deadline_greedy,variable,101,50.0,1000,24.672838180005726,33.95371677262301,34.79413893516457,34.99816501848515,24.672838180005726,0.0,0.7264126694646463,0.7264126694646463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,101,50.0,1000,24.672838180005726,33.95371677262301,34.79413893516457,34.99816501848515,24.672838180005726,0.0,0.7264126694646463,0.7264126694646463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,101,50.0,1000,24.772838180005724,34.01001095330317,34.8056968610754,80.12421028394152,24.772838180005724,0.002,0.7264126694646463,0.7249934501348004,50.0,0.05,50.0,0.002,0.0,0.0,0.002,0.5,0.0,0.0,0.5,0.0,0.5,0.0,99.8,0.2,0.0,0.0,2,2.0,50.0
oracle_feasible,variable,101,50.0,1000,24.672838180005726,33.95371677262301,34.79413893516457,34.99816501848515,24.672838180005726,0.0,0.7264126694646463,0.7264126694646463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,102,50.0,1000,24.968506693191607,34.114816730103335,34.86267395289757,34.995332379528136,24.968506693191607,0.0,0.7252394836394491,0.7252394836394491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,102,50.0,1000,66.81850669319161,83.93567660320485,84.85412725538718,84.99533237952814,66.81850669319161,0.837,0.7252394836394491,0.11826215016236653,20925.0,20.925,20925.0,1.0,0.0,0.0,0.837,0.9199522102747909,0.0,0.0,0.9199522102747909,0.0,0.08004778972520908,0.163,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,102,50.0,1000,66.81850669319161,83.93567660320485,84.85412725538718,84.99533237952814,66.81850669319161,0.837,0.7252394836394491,0.11826215016236653,29295.0,29.295,29295.0,1.0,0.0,0.0,0.837,0.946236559139785,0.0,0.0,0.946236559139785,0.0,0.053763440860215055,0.163,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,102,50.0,1000,12.708726960321995,33.0463105789665,34.6703301778777,34.995332379528136,12.708726960321995,0.0,0.7226501255795833,0.7226501255795833,0.0,0.0,0.0,0.632,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,59.199999999999996,278,278.0,50.0
deadline_greedy,variable,102,50.0,1000,24.968506693191607,34.114816730103335,34.86267395289757,34.995332379528136,24.968506693191607,0.0,0.7252394836394491,0.7252394836394491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,102,50.0,1000,24.968506693191607,34.114816730103335,34.86267395289757,34.995332379528136,24.968506693191607,0.0,0.7252394836394491,0.7252394836394491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,102,50.0,1000,25.018506693191608,34.115387172368685,34.8661303597132,66.34235729928342,25.018506693191608,0.001,0.7252394836394491,0.7244885353702388,25.0,0.025,25.0,0.001,0.0,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.9,0.1,0.0,0.0,2,2.0,50.0
oracle_feasible,variable,102,50.0,1000,24.968506693191607,34.114816730103335,34.86267395289757,34.995332379528136,24.968506693191607,0.0,0.7252394836394491,0.7252394836394491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,103,50.0,1000,25.395827836102953,33.98126067315058,34.77378414259423,34.99051342908312,25.395827836102953,0.0,0.7249008574797,0.7249008574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,103,50.0,1000,59.64582783610295,83.40810532665176,84.61719282424562,84.9839101231994,59.64582783610295,0.685,0.7249008574797,0.2288689822766884,17125.0,17.125,17125.0,1.0,0.0,0.0,0.685,0.9211678832116789,0.0,0.0,0.9211678832116789,0.0,0.07883211678832117,0.315,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,103,50.0,1000,59.64582783610295,83.40810532665176,84.61719282424562,84.9839101231994,59.64582783610295,0.685,0.7249008574797,0.2288689822766884,23975.0,23.975,23975.0,1.0,0.0,0.0,0.685,0.9357664233576642,0.0,0.0,0.9357664233576642,0.0,0.06423357664233577,0.315,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,103,50.0,1000,12.526430264384537,32.78276871418404,34.44048241311976,34.98530604559618,12.526430264384537,0.0,0.723649749222452,0.723649749222452,0.0,0.0,0.0,0.669,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,58.599999999999994,336,336.0,50.0
deadline_greedy,variable,103,50.0,1000,25.395827836102953,33.98126067315058,34.77378414259423,34.99051342908312,25.395827836102953,0.0,0.7249008574797,0.7249008574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,103,50.0,1000,25.395827836102953,33.98126067315058,34.77378414259423,34.99051342908312,25.395827836102953,0.0,0.7249008574797,0.7249008574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,103,50.0,1000,25.395827836102953,33.98126067315058,34.77378414259423,34.99051342908312,25.395827836102953,0.0,0.7249008574797,0.7249008574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,variable,103,50.0,1000,25.395827836102953,33.98126067315058,34.77378414259423,34.99051342908312,25.395827836102953,0.0,0.7249008574797,0.7249008574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,104,50.0,1000,25.04918593636882,33.97278479960371,34.76084509444548,34.944614204784195,25.04918593636882,0.0,0.726210190689839,0.726210190689839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,104,50.0,1000,65.69918593636882,83.86268801676985,84.71580596411837,84.94461420478419,65.69918593636882,0.813,0.726210190689839,0.13638842967198217,20325.0,20.325,20325.0,1.0,0.0,0.0,0.813,0.932349323493235,0.0,0.0,0.932349323493235,0.0,0.06765067650676507,0.187,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,104,50.0,1000,65.69918593636882,83.86268801676985,84.71580596411837,84.94461420478419,65.69918593636882,0.813,0.726210190689839,0.13638842967198217,28455.0,28.455,28455.0,1.0,0.0,0.0,0.813,0.933579335793358,0.0,0.0,0.933579335793358,0.0,0.06642066420664207,0.187,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,104,50.0,1000,12.215372054676365,32.98210082348905,34.440865058664265,34.944614204784195,12.215372054676365,0.0,0.7262461347175992,0.7262461347175992,0.0,0.0,0.0,0.663,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,61.7,289,289.0,50.0
deadline_greedy,variable,104,50.0,1000,25.04918593636882,33.97278479960371,34.76084509444548,34.944614204784195,25.04918593636882,0.0,0.726210190689839,0.726210190689839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,104,50.0,1000,25.04918593636882,33.97278479960371,34.76084509444548,34.944614204784195,25.04918593636882,0.0,0.726210190689839,0.726210190689839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,104,50.0,1000,25.09918593636882,34.003577064988114,34.788596015399726,66.37705593238252,25.09918593636882,0.001,0.726210190689839,0.7255187780304394,25.0,0.025,25.0,0.001,0.0,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.9,0.1,0.0,0.0,2,2.0,50.0
oracle_feasible,variable,104,50.0,1000,25.04918593636882,33.97278479960371,34.76084509444548,34.944614204784195,25.04918593636882,0.0,0.726210190689839,0.726210190689839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,105,50.0,1000,24.828950353370157,33.738178694679725,34.816159529115886,34.98077376103997,24.828950353370157,0.0,0.7256893970325211,0.7256893970325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,105,50.0,1000,62.92895035337016,83.35088527654595,84.7730768264388,84.98077376103997,62.92895035337016,0.762,0.7256893970325211,0.1727617669991332,19050.0,19.05,19050.0,1.0,0.0,0.0,0.762,0.94750656167979,0.0,0.0,0.94750656167979,0.0,0.05249343832020997,0.238,0.0,100.0,0.0,0.0,0,0.0,50.0
cloud_only,variable,105,50.0,1000,62.92895035337016,83.35088527654595,84.7730768264388,84.98077376103997,62.92895035337016,0.762,0.7256893970325211,0.1727617669991332,26670.0,26.67,26670.0,1.0,0.0,0.0,0.762,0.910761154855643,0.0,0.0,0.910761154855643,0.0,0.08923884514435695,0.238,0.0,100.0,0.0,0.0,0,0.0,50.0
dapper,variable,105,50.0,1000,12.559498489508048,32.7223040150053,34.763055365513296,34.97560088362458,12.559498489508048,0.0,0.7248973620880481,0.7248973620880481,0.0,0.0,0.0,0.658,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.400000000000006,0.0,0.0,59.599999999999994,300,300.0,50.0
deadline_greedy,variable,105,50.0,1000,24.828950353370157,33.738178694679725,34.816159529115886,34.98077376103997,24.828950353370157,0.0,0.7256893970325211,0.7256893970325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
confidence_deadline,variable,105,50.0,1000,24.828950353370157,33.738178694679725,34.816159529115886,34.98077376103997,24.828950353370157,0.0,0.7256893970325211,0.7256893970325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
rtt_threshold,variable,105,50.0,1000,24.828950353370157,33.738178694679725,34.816159529115886,34.98077376103997,24.828950353370157,0.0,0.7256893970325211,0.7256893970325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
oracle_feasible,variable,105,50.0,1000,24.828950353370157,33.738178694679725,34.816159529115886,34.98077376103997,24.828950353370157,0.0,0.7256893970325211,0.7256893970325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
local_only,variable,106,50.0,1000,24.76746022448333,33.71723837450545,34.69339334676836,34.993851868805095,24.76746022448333,0.0,0.7243375214192024,0.7243375214192024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,50.0
edge_only,variable,106,50.0,1000,66.06746022448334,83.41497895851464,84.67586933903362,84.9938518688051,66.06746022448334,0.826,0.7243375214192024,0.12509202769259448,20650.0,20.65,20650.0,1.0,0.0,0.0,0.826,0.9285714285714286,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,0.174,0.0,100.0,0.0,0.0,0,0.0,50.0
