bias_target,bias,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
rtt,-0.3,congested,dapper,bandwidth_per_1000_frames_kb,1112.5,235.68956057814108,1029.9791666666667,1199.1666666666667,30
rtt,-0.3,congested,dapper,remote_attempt_rate,0.0445,0.009427582423125644,0.04119916666666667,0.04796666666666667,30
rtt,-0.3,congested,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,remote_rejected_deadline_rate,0.9552203001555299,0.03030165172309642,0.9445263105623789,0.9654667291577768,30
rtt,-0.3,congested,dapper,remote_failed_loss_rate,0.044779699844470125,0.03030165172309643,0.034533270842223254,0.05547368943762108,30
rtt,-0.3,congested,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,mode_switches_per_1000,57.46666666666667,9.558290618108966,54.03333333333333,60.73416666666665,30
rtt,-0.3,congested,dapper,pct_local_fast,95.55,0.9427582423125656,95.20333333333333,95.88008333333335,30
rtt,-0.3,congested,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
rtt,-0.3,congested,dapper,pct_hybrid,4.449999999999999,0.9427582423125643,4.119916666666667,4.796666666666667,30
rtt,-0.3,congested,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
rtt,-0.3,variable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,variable,dapper,p95_latency_ms,33.747775519517624,0.20973021505140457,33.675323470701066,33.82211577900011,30
rtt,-0.3,variable,dapper,p99_latency_ms,34.71834607205886,0.08846723190950932,34.68461798114216,34.746951888657705,30
rtt,-0.3,variable,dapper,mean_latency_ms,20.940446707168096,0.7350940723083381,20.683336067108257,21.199328671737284,30
rtt,-0.3,variable,dapper,usable_confidence_proxy,0.7315327792840012,0.0025047865419971973,0.730630043265056,0.7323686534291781,30
rtt,-0.3,variable,dapper,mean_output_confidence,0.7255990845494175,0.001961270671757357,0.7249273980970206,0.7262792520187936,30
rtt,-0.3,variable,dapper,bandwidth_per_1000_frames_kb,13580.833333333334,821.8378094596715,13299.166666666666,13869.1875,30
rtt,-0.3,variable,dapper,remote_attempt_rate,0.5432333333333333,0.03287351237838686,0.5319666666666666,0.5547675000000001,30
rtt,-0.3,variable,dapper,remote_accept_rate,0.06775729113457797,0.014262291164362196,0.06283153962930435,0.0727705985414503,30
rtt,-0.3,variable,dapper,remote_accepted_per_frame,0.03679999999999999,0.008243701880202556,0.03400000000000001,0.03976666666666666,30
rtt,-0.3,variable,dapper,remote_rejected_deadline_rate,0.8611561761637999,0.01754143695620339,0.8549936728324167,0.8672283008550675,30
rtt,-0.3,variable,dapper,remote_failed_loss_rate,0.07108653270162195,0.011225751658970445,0.0671902655116389,0.07506076308874962,30
rtt,-0.3,variable,dapper,fallback_rate,0.218,0.040093855406774126,0.2041991666666667,0.23230083333333335,30
rtt,-0.3,variable,dapper,reuse_rate,0.1668666666666667,0.030431079092149253,0.15633333333333335,0.17766666666666667,30
rtt,-0.3,variable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
rtt,-0.3,variable,dapper,mode_switches_per_1000,365.8333333333333,14.258895187006006,360.73333333333335,370.6333333333333,30
rtt,-0.3,variable,dapper,pct_local_fast,28.990000000000006,1.994881380969287,28.300000000000004,29.69,30
rtt,-0.3,variable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
rtt,-0.3,variable,dapper,pct_hybrid,54.32333333333334,3.2873512378386858,53.196666666666665,55.47675,30
rtt,-0.3,variable,dapper,pct_degraded_safe,16.686666666666664,3.043107909214925,15.633333333333333,17.766666666666666,30
rtt,-0.2,stable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,stable,dapper,p95_latency_ms,33.984265110354684,0.14612908292769589,33.9343159514038,34.036015368498674,30
rtt,-0.2,stable,dapper,p99_latency_ms,34.78401367177919,0.06560311317343774,34.76065987728268,34.806824911760046,30
rtt,-0.2,stable,dapper,mean_latency_ms,25.02027748999063,0.19474756789946776,24.952896569039584,25.094599531312916,30
rtt,-0.2,stable,dapper,usable_confidence_proxy,0.7959976928158301,0.0030581965746421004,0.7949187491188087,0.7970282591916404,30
rtt,-0.2,stable,dapper,mean_output_confidence,0.7249667322554326,0.0015304909747104968,0.7244513387101592,0.7255071023390036,30
rtt,-0.2,stable,dapper,bandwidth_per_1000_frames_kb,21621.666666666668,335.8425671130112,21501.645833333336,21735.0,30
rtt,-0.2,stable,dapper,remote_attempt_rate,0.8648666666666667,0.013433702684520463,0.8600658333333333,0.8694,30
rtt,-0.2,stable,dapper,remote_accept_rate,0.5119299636219802,0.019710509684781493,0.5048710537106218,0.5185291640553195,30
rtt,-0.2,stable,dapper,remote_accepted_per_frame,0.4427,0.01712862093609448,0.43670000000000003,0.44869999999999993,30
rtt,-0.2,stable,dapper,remote_rejected_deadline_rate,0.47690963533308023,0.018550469460783117,0.47058399999723577,0.48349712111243753,30
rtt,-0.2,stable,dapper,remote_failed_loss_rate,0.011160401044939667,0.0032782175425864904,0.010069906399418155,0.012335025962814114,30
rtt,-0.2,stable,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,stable,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,stable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,stable,dapper,mode_switches_per_1000,233.3,23.550605819867112,225.26666666666668,241.90083333333334,30
rtt,-0.2,stable,dapper,pct_local_fast,13.513333333333334,1.3433702684520452,13.06,13.993416666666668,30
rtt,-0.2,stable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
rtt,-0.2,stable,dapper,pct_hybrid,86.48666666666666,1.3433702684520459,86.00658333333332,86.93999999999998,30
rtt,-0.2,stable,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,p95_latency_ms,33.94268972592376,0.09803104261482531,33.906854831430806,33.97630119170664,30
rtt,-0.2,congested,dapper,p99_latency_ms,34.769178949662624,0.05524239382592479,34.748642896298946,34.7879694671568,30
rtt,-0.2,congested,dapper,mean_latency_ms,25.012597088142645,0.18113657767527264,24.949225112390963,25.077791277753096,30
rtt,-0.2,congested,dapper,usable_confidence_proxy,0.7249282051819181,0.0016092933478095927,0.7243536843822596,0.725520489679899,30
rtt,-0.2,congested,dapper,mean_output_confidence,0.7249282051819181,0.0016092933478095927,0.7243536843822596,0.725520489679899,30
rtt,-0.2,congested,dapper,bandwidth_per_1000_frames_kb,155.0,80.51557998728975,128.33333333333334,185.83333333333334,30
rtt,-0.2,congested,dapper,remote_attempt_rate,0.006200000000000001,0.00322062319949159,0.005133333333333335,0.007433333333333334,30
rtt,-0.2,congested,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,remote_rejected_deadline_rate,0.9282407407407407,0.09997893385317469,0.8924074074074074,0.962039351851852,30
rtt,-0.2,congested,dapper,remote_failed_loss_rate,0.07175925925925926,0.09997893385317472,0.037960648148148146,0.10759259259259259,30
rtt,-0.2,congested,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,mode_switches_per_1000,9.766666666666667,5.117133716375249,8.133333333333333,11.766666666666667,30
rtt,-0.2,congested,dapper,pct_local_fast,99.37999999999997,0.32206231994915924,99.25666666666665,99.48666666666664,30
rtt,-0.2,congested,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
rtt,-0.2,congested,dapper,pct_hybrid,0.6200000000000002,0.322062319949159,0.5133333333333334,0.7433333333333335,30
rtt,-0.2,congested,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
rtt,-0.2,variable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
rtt,-0.2,variable,dapper,p95_latency_ms,33.747775519517624,0.20973021505140457,33.675323470701066,33.82211577900011,30
rtt,-0.2,variable,dapper,p99_latency_ms,34.71834607205886,0.08846723190950932,34.68461798114216,34.746951888657705,30
