policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000
confidence_deadline,stable,125,100.0,1000,24.9867591189863,33.982185709447386,34.8021659840167,34.99165214842439,24.9867591189863,0.0,0.7268533605073024,0.7268533605073024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,stable,125,100.0,1000,24.9867591189863,33.982185709447386,34.8021659840167,34.99165214842439,24.9867591189863,0.0,0.7268533605073024,0.7268533605073024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,stable,125,100.0,1000,58.4405623681783,97.51318406177316,99.44127778160988,99.94291290803906,58.4405623681783,0.0,0.8052622659120062,0.8052622659120062,13325.0,13.325,13325.0,0.0,0.0,0.0,0.533,1.0,1.0,0.533,0.0,0.0,0.0,0.0,46.7,53.300000000000004,0.0,0.0,520,520.0
local_only,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,24.628886386363657,0.0,0.726794351381784,0.726794351381784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,stable,126,100.0,1000,104.66466437126897,132.10094646850504,134.30220256869848,134.98386729662576,104.66466437126897,0.474,0.8067886727815479,0.460873905084004,25000.0,25.0,25000.0,0.474,0.0,0.0,1.0,0.987,0.526,0.526,0.461,0.0,0.013,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,stable,126,100.0,1000,124.62888638636366,133.70638744138537,134.67281178410425,134.98386729662576,124.62888638636366,1.0,0.726794351381784,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.996,0.0,0.0,0.996,0.0,0.004,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,53.134621864449656,0.0,0.726794351381784,0.8009463128693688,21175.0,21.175,21175.0,0.0,0.0,0.0,0.847,0.9881936245572609,0.5419126328217237,0.459,0.4462809917355372,0.0,0.011806375442739079,0.0,15.299999999999999,0.0,84.7,0.0,252,252.0
deadline_greedy,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,24.628886386363657,0.0,0.726794351381784,0.726794351381784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,24.628886386363657,0.0,0.726794351381784,0.726794351381784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,24.628886386363657,0.0,0.726794351381784,0.726794351381784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,stable,126,100.0,1000,57.26466437126896,97.31298827196665,99.65644472631652,99.99889935952551,57.26466437126896,0.0,0.8067886727815479,0.8067886727815479,13150.0,13.15,13150.0,0.0,0.0,0.0,0.526,1.0,1.0,0.526,0.0,0.0,0.0,0.0,47.4,52.6,0.0,0.0,472,472.0
local_only,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,25.164646066804526,0.0,0.7237258806201099,0.7237258806201099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,stable,127,100.0,1000,105.07553534198826,132.88566340813446,134.52834280686392,134.83194059062015,105.07553534198826,0.468,0.8025952454116121,0.46508432494084656,25000.0,25.0,25000.0,0.468,0.0,0.0,1.0,0.99,0.532,0.532,0.458,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,stable,127,100.0,1000,125.16464606680454,134.1731214328204,134.80106095917,134.97074089881548,125.16464606680454,1.0,0.7237258806201099,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.986,0.0,0.0,0.986,0.0,0.014,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,54.30743225703345,0.0,0.7237258806201099,0.7969399991420358,22125.0,22.125,22125.0,0.0,0.0,0.0,0.885,0.9909604519774011,0.5276836158192091,0.467,0.4632768361581921,0.0,0.00903954802259887,0.0,11.5,0.0,88.5,0.0,207,207.0
deadline_greedy,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,25.164646066804526,0.0,0.7237258806201099,0.7237258806201099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,25.164646066804526,0.0,0.7237258806201099,0.7237258806201099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,25.164646066804526,0.0,0.7237258806201099,0.7237258806201099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,stable,127,100.0,1000,58.27553534198825,97.66786742013754,99.65787748398317,99.98860772695247,58.27553534198825,0.0,0.8025952454116121,0.8025952454116121,13300.0,13.3,13300.0,0.0,0.0,0.0,0.532,1.0,1.0,0.532,0.0,0.0,0.0,0.0,46.800000000000004,53.2,0.0,0.0,486,486.0
local_only,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,25.178185128090664,0.0,0.7271450910033325,0.7271450910033325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,stable,128,100.0,1000,104.85627045310898,132.75459002721982,134.41181628112207,134.86981267589454,104.85627045310898,0.462,0.8060690486263641,0.47076594873895955,25000.0,25.0,25000.0,0.462,0.0,0.0,1.0,0.985,0.538,0.538,0.447,0.0,0.015,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,stable,128,100.0,1000,125.17818512809067,133.92859815320872,134.67968897440042,134.97266027463058,125.17818512809067,1.0,0.7271450910033325,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.99,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,53.589153958153254,0.0,0.7271450910033325,0.7988558762020542,21425.0,21.425,21425.0,0.0,0.0,0.0,0.857,0.9836639439906651,0.5309218203033839,0.455,0.45274212368728123,0.0,0.01633605600933489,0.0,14.299999999999999,0.0,85.7,0.0,237,237.0
deadline_greedy,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,25.178185128090664,0.0,0.7271450910033325,0.7271450910033325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,25.178185128090664,0.0,0.7271450910033325,0.7271450910033325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,25.178185128090664,0.0,0.7271450910033325,0.7271450910033325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,stable,128,100.0,1000,58.65627045310895,97.87117380515237,99.48945231161329,99.96994842257018,58.65627045310895,0.0,0.8060690486263641,0.8060690486263641,13450.0,13.45,13450.0,0.0,0.0,0.0,0.538,1.0,1.0,0.538,0.0,0.0,0.0,0.0,46.2,53.800000000000004,0.0,0.0,477,477.0
local_only,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,25.217209562918274,0.0,0.722736266433297,0.722736266433297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,stable,129,100.0,1000,105.68754349246286,132.7846709782084,134.75539377357296,134.99335713447852,105.68754349246286,0.488,0.8011230361874909,0.44817316119524536,25000.0,25.0,25000.0,0.488,0.0,0.0,1.0,0.989,0.512,0.512,0.477,0.0,0.011,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,stable,129,100.0,1000,125.21720956291827,134.07064808785483,134.83459462785328,134.99335713447852,125.21720956291827,1.0,0.722736266433297,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.992,0.0,0.0,0.992,0.0,0.008,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,53.065152250426124,0.0,0.722736266433297,0.7957788932941594,21825.0,21.825,21825.0,0.0,0.0,0.0,0.873,0.9896907216494846,0.5131729667812142,0.448,0.4765177548682703,0.0,0.010309278350515464,0.0,12.7,0.0,87.3,0.0,214,214.0
deadline_greedy,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,25.217209562918274,0.0,0.722736266433297,0.722736266433297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,25.217209562918274,0.0,0.722736266433297,0.722736266433297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,25.217209562918274,0.0,0.722736266433297,0.722736266433297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,stable,129,100.0,1000,56.88754349246287,97.82421455935183,99.53475176346649,99.99605659981151,56.88754349246287,0.0,0.8011230361874909,0.8011230361874909,12800.0,12.8,12800.0,0.0,0.0,0.0,0.512,1.0,1.0,0.512,0.0,0.0,0.0,0.0,48.8,51.2,0.0,0.0,492,492.0
local_only,congested,100,100.0,1000,24.931615048786146,33.928407620489025,34.77556075006328,34.97404020175507,24.931615048786146,0.0,0.7231503929045445,0.7231503929045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,100,100.0,1000,124.93161504878614,133.92840762048903,134.77556075006328,134.97404020175506,124.93161504878614,1.0,0.7231503929045445,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.946,0.0,0.0,0.946,0.0,0.054,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,100,100.0,1000,124.93161504878614,133.92840762048903,134.77556075006328,134.97404020175506,124.93161504878614,1.0,0.7231503929045445,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.96,0.0,0.0,0.96,0.0,0.04,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,100,100.0,1000,24.824557271985057,33.928407620489025,34.77556075006328,34.97404020175507,24.824557271985057,0.0,0.7231225654703062,0.7231225654703062,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.4,8,8.0
deadline_greedy,congested,100,100.0,1000,24.931615048786146,33.928407620489025,34.77556075006328,34.97404020175507,24.931615048786146,0.0,0.7231503929045445,0.7231503929045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,100,100.0,1000,24.931615048786146,33.928407620489025,34.77556075006328,34.97404020175507,24.931615048786146,0.0,0.7231503929045445,0.7231503929045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,100,100.0,1000,24.931615048786146,33.928407620489025,34.77556075006328,34.97404020175507,24.931615048786146,0.0,0.7231503929045445,0.7231503929045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,100,100.0,1000,24.931615048786146,33.928407620489025,34.77556075006328,34.97404020175507,24.931615048786146,0.0,0.7231503929045445,0.7231503929045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,101,100.0,1000,25.188437717504375,34.03466107987438,34.84243479054015,34.99327875607795,25.188437717504375,0.0,0.7240147265422211,0.7240147265422211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,101,100.0,1000,125.18843771750437,134.03466107987438,134.84243479054012,134.99327875607796,125.18843771750437,1.0,0.7240147265422211,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.94,0.0,0.0,0.94,0.0,0.06,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,101,100.0,1000,125.18843771750437,134.03466107987438,134.84243479054012,134.99327875607796,125.18843771750437,1.0,0.7240147265422211,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.939,0.0,0.0,0.939,0.0,0.061,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,101,100.0,1000,25.026673523971784,34.03466107987438,34.84243479054015,34.99327875607795,25.026673523971784,0.0,0.7239603822715144,0.7239603822715144,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0
deadline_greedy,congested,101,100.0,1000,25.188437717504375,34.03466107987438,34.84243479054015,34.99327875607795,25.188437717504375,0.0,0.7240147265422211,0.7240147265422211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,101,100.0,1000,25.188437717504375,34.03466107987438,34.84243479054015,34.99327875607795,25.188437717504375,0.0,0.7240147265422211,0.7240147265422211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,101,100.0,1000,25.188437717504375,34.03466107987438,34.84243479054015,34.99327875607795,25.188437717504375,0.0,0.7240147265422211,0.7240147265422211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,101,100.0,1000,25.188437717504375,34.03466107987438,34.84243479054015,34.99327875607795,25.188437717504375,0.0,0.7240147265422211,0.7240147265422211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,102,100.0,1000,25.03548939727799,33.96479457393766,34.69588731781126,34.989536221406055,25.03548939727799,0.0,0.7265290036152598,0.7265290036152598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,102,100.0,1000,125.03548939727798,133.96479457393767,134.69588731781124,134.98953622140607,125.03548939727798,1.0,0.7265290036152598,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.952,0.0,0.0,0.952,0.0,0.048,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,102,100.0,1000,125.03548939727798,133.96479457393767,134.69588731781124,134.98953622140607,125.03548939727798,1.0,0.7265290036152598,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.957,0.0,0.0,0.957,0.0,0.043,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,102,100.0,1000,24.829712790777762,33.96479457393766,34.69588731781126,34.989536221406055,24.829712790777762,0.0,0.7270052366898776,0.7270052366898776,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0
deadline_greedy,congested,102,100.0,1000,25.03548939727799,33.96479457393766,34.69588731781126,34.989536221406055,25.03548939727799,0.0,0.7265290036152598,0.7265290036152598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,102,100.0,1000,25.03548939727799,33.96479457393766,34.69588731781126,34.989536221406055,25.03548939727799,0.0,0.7265290036152598,0.7265290036152598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,102,100.0,1000,25.03548939727799,33.96479457393766,34.69588731781126,34.989536221406055,25.03548939727799,0.0,0.7265290036152598,0.7265290036152598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,102,100.0,1000,25.03548939727799,33.96479457393766,34.69588731781126,34.989536221406055,25.03548939727799,0.0,0.7265290036152598,0.7265290036152598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,103,100.0,1000,25.03328827891089,34.09454856492267,34.78542999553827,34.985893217625524,25.03328827891089,0.0,0.7249975495254066,0.7249975495254066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,103,100.0,1000,125.03328827891089,134.0945485649227,134.78542999553827,134.98589321762552,125.03328827891089,1.0,0.7249975495254066,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.949,0.0,0.0,0.949,0.0,0.051,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,103,100.0,1000,125.03328827891089,134.0945485649227,134.78542999553827,134.98589321762552,125.03328827891089,1.0,0.7249975495254066,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.951,0.0,0.0,0.951,0.0,0.049,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,103,100.0,1000,24.892785643695664,34.09454856492267,34.78542999553827,34.985893217625524,24.892785643695664,0.0,0.7249187188165734,0.7249187188165734,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,12,12.0
deadline_greedy,congested,103,100.0,1000,25.03328827891089,34.09454856492267,34.78542999553827,34.985893217625524,25.03328827891089,0.0,0.7249975495254066,0.7249975495254066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,103,100.0,1000,25.03328827891089,34.09454856492267,34.78542999553827,34.985893217625524,25.03328827891089,0.0,0.7249975495254066,0.7249975495254066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,103,100.0,1000,25.03328827891089,34.09454856492267,34.78542999553827,34.985893217625524,25.03328827891089,0.0,0.7249975495254066,0.7249975495254066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,103,100.0,1000,25.03328827891089,34.09454856492267,34.78542999553827,34.985893217625524,25.03328827891089,0.0,0.7249975495254066,0.7249975495254066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,104,100.0,1000,24.969774547081954,33.81394766067372,34.81048977789511,34.94578824107255,24.969774547081954,0.0,0.7273630134211108,0.7273630134211108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,104,100.0,1000,124.96977454708197,133.81394766067373,134.8104897778951,134.94578824107253,124.96977454708197,1.0,0.7273630134211108,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.942,0.0,0.0,0.942,0.0,0.058,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,104,100.0,1000,124.96977454708197,133.81394766067373,134.8104897778951,134.94578824107253,124.96977454708197,1.0,0.7273630134211108,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.952,0.0,0.0,0.952,0.0,0.048,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,104,100.0,1000,24.77796847513708,33.81394766067372,34.81048977789511,34.94578824107255,24.77796847513708,0.0,0.7272547943451833,0.7272547943451833,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0
deadline_greedy,congested,104,100.0,1000,24.969774547081954,33.81394766067372,34.81048977789511,34.94578824107255,24.969774547081954,0.0,0.7273630134211108,0.7273630134211108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,104,100.0,1000,24.969774547081954,33.81394766067372,34.81048977789511,34.94578824107255,24.969774547081954,0.0,0.7273630134211108,0.7273630134211108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,104,100.0,1000,24.969774547081954,33.81394766067372,34.81048977789511,34.94578824107255,24.969774547081954,0.0,0.7273630134211108,0.7273630134211108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,104,100.0,1000,24.969774547081954,33.81394766067372,34.81048977789511,34.94578824107255,24.969774547081954,0.0,0.7273630134211108,0.7273630134211108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,105,100.0,1000,24.881530354040223,34.02785562253984,34.86009343610894,34.98145078352877,24.881530354040223,0.0,0.7241433821596263,0.7241433821596263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,105,100.0,1000,124.88153035404022,134.02785562253982,134.86009343610894,134.98145078352877,124.88153035404022,1.0,0.7241433821596263,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.942,0.0,0.0,0.942,0.0,0.058,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,105,100.0,1000,124.88153035404022,134.02785562253982,134.86009343610894,134.98145078352877,124.88153035404022,1.0,0.7241433821596263,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.952,0.0,0.0,0.952,0.0,0.048,0.0,0.0,100.0,0.0,0.0,0,0.0
dapper,congested,105,100.0,1000,24.677162661323955,34.007432758127685,34.86009343610894,34.98145078352877,24.677162661323955,0.0,0.7241646482306923,0.7241646482306923,25.0,0.025,25.0,0.008,0.008,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.1,0.0,0.1,0.8,14,14.0
deadline_greedy,congested,105,100.0,1000,24.881530354040223,34.02785562253984,34.86009343610894,34.98145078352877,24.881530354040223,0.0,0.7241433821596263,0.7241433821596263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
confidence_deadline,congested,105,100.0,1000,24.881530354040223,34.02785562253984,34.86009343610894,34.98145078352877,24.881530354040223,0.0,0.7241433821596263,0.7241433821596263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
rtt_threshold,congested,105,100.0,1000,24.881530354040223,34.02785562253984,34.86009343610894,34.98145078352877,24.881530354040223,0.0,0.7241433821596263,0.7241433821596263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
oracle_feasible,congested,105,100.0,1000,24.881530354040223,34.02785562253984,34.86009343610894,34.98145078352877,24.881530354040223,0.0,0.7241433821596263,0.7241433821596263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
local_only,congested,106,100.0,1000,24.9413023153378,33.98450796903268,34.753821099438774,34.98979405154197,24.9413023153378,0.0,0.7260421946156992,0.7260421946156992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
edge_only,congested,106,100.0,1000,124.94130231533781,133.98450796903268,134.7538210994388,134.98979405154196,124.94130231533781,1.0,0.7260421946156992,0.0,25000.0,25.0,25000.0,1.0,0.0,0.0,1.0,0.962,0.0,0.0,0.962,0.0,0.038,0.0,0.0,100.0,0.0,0.0,0,0.0
cloud_only,congested,106,100.0,1000,124.94130231533781,133.98450796903268,134.7538210994388,134.98979405154196,124.94130231533781,1.0,0.7260421946156992,0.0,35000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.94,0.0,0.0,0.94,0.0,0.06,0.0,0.0,100.0,0.0,0.0,0,0.0
