profile,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,remote_attempt_rate,remote_accept_rate,reuse_rate,mode_switches_per_1000
congested,99.24666666666667,0.0,0.010000000000000002,0.7433333333333334,0.0001,0.0,0.0074333333333333335,12.133333333333333
lossy,27.493333333333332,0.0,72.50666666666666,0.0,0.7250666666666666,0.13679093773844395,0.0,363.26666666666665
outage,22.63,0.0,0.0,77.36999999999999,0.0,0.0,0.7340333333333333,418.43333333333334
stable,13.513333333333332,0.0,86.48666666666666,0.0,0.8648666666666666,0.5119299636219802,0.0,233.3
variable,60.059999999999995,0.0,23.11,16.83,0.2311,0.1593225904647559,0.1683,315.43333333333334
