frame_id,timestamp,run_mode,profile,selected_mode,rtt_ms,packet_loss,edge_load,edge_available,deadline_ms,latency_ms,deadline_met,confidence,stale_output,fallback_used,bandwidth_kb,risk_score,decision_reason,source,detections
0,0.0,dapper,variable,hybrid,39.0801668844748,0.083132895926613,0.5094056471639121,True,100.0,26.864345203394645,True,0.7044281288414205,False,False,0.0,0.3881312999482325,low_risk_hybrid_for_freshness,local,1
1,33.333333333333336,dapper,variable,hybrid,28.683231997078018,0.07223720705542751,0.5043620918076939,True,100.0,25.185756548348913,True,0.7993631728333088,False,False,0.0,0.3419916358731724,low_risk_hybrid_for_freshness,local,0
2,66.66666666666667,dapper,variable,hybrid,26.12130115843202,0.0853894645600995,0.5112675928004446,True,100.0,26.367050713394846,True,0.7900241450954019,False,False,0.0,0.33416348408025665,low_risk_hybrid_for_freshness,local,0
3,100.0,dapper,variable,local_fast,45.12094348406676,0.07818141348941081,0.5004211496115234,True,100.0,15.653801277175408,True,0.7090144646324136,False,False,0.0,0.40644089868278543,risk_moderate_prefer_local,local,0
4,133.33333333333334,dapper,variable,hybrid,36.51639313014224,0.08537288027287727,0.49983766057935625,True,100.0,26.585049630936233,True,0.7759209907733237,False,False,0.0,0.37839488912426444,low_risk_hybrid_for_freshness,local,1
5,166.66666666666669,dapper,variable,hybrid,33.411714974858185,0.09139447342679553,0.498324833642797,True,100.0,16.25421645797629,True,0.735434841584354,False,False,0.0,0.36910806948646185,low_risk_hybrid_for_freshness,local,1
6,200.00000000000003,dapper,variable,hybrid,34.690798202274316,0.07931541074718361,0.5023143075578784,True,100.0,23.487440373115437,True,0.7429890323375339,False,False,0.0,0.37055956306579696,low_risk_hybrid_for_freshness,local,3
7,233.33333333333337,dapper,variable,local_fast,43.80717927317479,0.10747883301523309,0.49778729588245657,True,100.0,25.531855447932752,True,0.7328557640687721,False,False,0.0,0.41023687174305024,risk_moderate_prefer_local,local,4
8,266.6666666666667,dapper,variable,hybrid,37.12041184461964,0.08077963989507118,0.5095195596331742,True,100.0,17.991398964153372,True,0.7123038639767216,False,False,0.0,0.3805832673696662,low_risk_hybrid_for_freshness,local,1
9,300.0,dapper,variable,hybrid,32.162645283127205,0.05557157872540332,0.5141215755847863,True,100.0,16.550693905074358,True,0.7883641404873016,False,False,0.0,0.3558529363709749,low_risk_hybrid_for_freshness,local,4
