deadline_sweep_ms,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
50.0,stable,confidence_deadline,p95_latency_ms,45.673494995571694,7.489778066296963e-15,45.673494995571694,45.673494995571694,10
50.0,stable,confidence_deadline,mean_latency_ms,35.19284060007193,7.489778066296963e-15,35.19284060007193,35.19284060007193,10
50.0,stable,confidence_deadline,usable_confidence_proxy,0.8010538005888461,1.1702778228589004e-16,0.8010538005888461,0.8010538005888461,10
50.0,stable,confidence_deadline,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,usable_output_rate,0.9776000000000001,1.1702778228589004e-16,0.9776000000000001,0.9776000000000001,10
50.0,stable,confidence_deadline,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,pct_local_fast,100.0,0.0,100.0,100.0,10
50.0,stable,confidence_deadline,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,stable,confidence_deadline,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,stable,oracle_feasible,delivered_recall,0.7320699559244928,0.00028578756698202754,0.7319014335454234,0.732243987421584,10
50.0,stable,oracle_feasible,delivered_safety_recall,0.8099202641830017,0.0005081548471566978,0.8096212362745144,0.8102033629945288,10
50.0,stable,oracle_feasible,delivered_recall_fresh_only,0.7342049493983067,0.00022434300378432033,0.7340763505068084,0.7343433034899799,10
50.0,stable,oracle_feasible,delivered_safety_recall_fresh_only,0.8132906922231868,0.00044531631659624186,0.8130272729101379,0.8135458142911748,10
50.0,stable,oracle_feasible,deadline_miss_rate,0.0028799999999999997,0.00013984117975602027,0.00282,0.0029600000000000004,10
50.0,stable,oracle_feasible,p95_latency_ms,38.03267540487328,0.08042776055438891,37.98264146308706,38.07625875583153,10
50.0,stable,oracle_feasible,mean_latency_ms,34.04121557893258,0.05456942045336684,34.007105448094194,34.070238633304676,10
50.0,stable,oracle_feasible,usable_confidence_proxy,0.8853779381108284,0.000257257749627256,0.8852243058713526,0.8855298612458258,10
50.0,stable,oracle_feasible,bandwidth_per_1000_frames_kb,21000.5,24.99444382702328,20986.5,21016.0,10
