policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,delivered_recall,delivered_safety_recall,delivered_recall_fresh_only,delivered_safety_recall_fresh_only,remote_output_share,usable_output_rate,frames_scored,frames_scored_fresh,deadline_sweep_ms
local_only,stable,102,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,102,75.0,5000,34.59657365716223,37.828969323644024,59.17918733523821,131.22399999992922,34.59657365716223,0.01,0.8800832399129868,0.8722750164330005,125000.0,25.0,25000.0,0.01,0.0,0.0,1.0,0.99,0.99,0.99,0.0,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7397806147267187,0.8152730777760985,0.747326316631316,0.8235978539276583,0.99,0.99,4952,4902,75.0
cloud_only,stable,102,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9912,0.0,0.0,0.9912,0.0,0.0088,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,102,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.7917077332097,0.0,0.8192857515573502,0.8429870079278946,16875.0,3.375,3375.0,0.0,0.0,0.0,0.135,0.9896296296296296,0.9896296296296296,0.1336,0.0,0.0,0.01037037037037037,0.0,86.5,0.0,13.5,0.0,1096,219.2,0.6586026546196977,0.7503219550487217,0.6586026546196977,0.7503219550487217,0.1336,1.0,4952,4952,75.0
deadline_greedy,stable,102,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,102,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,102,75.0,5000,34.01896932603472,38.02003025408161,44.19112698757092,58.753696298312704,34.01896932603472,0.0,0.8876501633703708,0.8876501633703708,105275.0,21.055,21055.0,0.0,0.0,0.0,0.8422,1.0,1.0,0.8422,0.0,0.0,0.0,0.0,15.78,84.22,0.0,0.0,1314,262.8,0.7340508006995315,0.8130012495062773,0.7340508006995315,0.8130012495062773,0.8422,1.0,4952,4952,75.0
local_only,stable,103,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,103,75.0,5000,34.49238764007064,37.85131567594506,51.066811138708054,127.36299999523908,34.49238764007064,0.008,0.8806639638245106,0.8742923091292382,125000.0,25.0,25000.0,0.008,0.0,0.0,1.0,0.992,0.992,0.992,0.0,0.0,0.008,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7413431471166946,0.8162653932436498,0.7470759594061602,0.8223610614891896,0.992,0.992,4952,4914,75.0
cloud_only,stable,103,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9904,0.0,0.0,0.9904,0.0,0.0096,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,103,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.80647683040417,0.0,0.8192857515573502,0.8444740641057491,16625.0,3.325,3325.0,0.0,0.0,0.0,0.133,0.9864661654135338,0.9864661654135338,0.1312,0.0,0.0,0.013533834586466165,0.0,86.7,0.0,13.3,0.0,1106,221.2,0.6598522678484358,0.7532343824883608,0.6598522678484358,0.7532343824883608,0.1312,1.0,4952,4952,75.0
deadline_greedy,stable,103,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,103,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,103,75.0,5000,34.05084422629146,38.13398042219973,44.19112698757092,57.36066893792655,34.05084422629146,0.0,0.8882459378480911,0.8882459378480911,105525.0,21.105,21105.0,0.0,0.0,0.0,0.8442,1.0,1.0,0.8442,0.0,0.0,0.0,0.0,15.58,84.42,0.0,0.0,1306,261.2,0.7345268956869351,0.813635692930478,0.7345268956869351,0.813635692930478,0.8442,1.0,4952,4952,75.0
local_only,stable,104,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,104,75.0,5000,34.49118168859907,37.520915968280015,54.970171204402774,123.7812000210397,34.49118168859907,0.0092,0.8804758016467095,0.8731959875524044,125000.0,25.0,25000.0,0.0092,0.0,0.0,1.0,0.9908,0.9908,0.9908,0.0,0.0,0.0092,0.0,0.0,100.0,0.0,0.0,0,0.0,0.739761587675378,0.8155870172620393,0.7465456250598068,0.8233545126645349,0.9908,0.9908,4952,4907,75.0
cloud_only,stable,104,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9904,0.0,0.0,0.9904,0.0,0.0096,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,104,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.795732638327436,0.0,0.8192857515573502,0.8451521105229854,17375.0,3.475,3475.0,0.0,0.0,0.0,0.139,0.9827338129496402,0.9827338129496402,0.1366,0.0,0.0,0.017266187050359712,0.0,86.1,0.0,13.900000000000002,0.0,1148,229.6,0.6609528243087203,0.7515846261790993,0.6609528243087203,0.7515846261790993,0.1366,1.0,4952,4952,75.0
deadline_greedy,stable,104,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,104,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,104,75.0,5000,33.95127134117139,37.89500827371882,44.28426099475476,58.01540063635139,33.95127134117139,0.0,0.8879723779320717,0.8879723779320717,105300.0,21.06,21060.0,0.0,0.0,0.0,0.8424,1.0,1.0,0.8424,0.0,0.0,0.0,0.0,15.76,84.24000000000001,0.0,0.0,1320,264.0,0.7343717250806739,0.8139568190939224,0.7343717250806739,0.8139568190939224,0.8424,1.0,4952,4952,75.0
local_only,stable,105,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,105,75.0,5000,34.5301620444258,37.71168505493453,52.82214795041638,124.99819997465238,34.5301620444258,0.0088,0.8809017873167991,0.8733281662583351,125000.0,25.0,25000.0,0.0088,0.0,0.0,1.0,0.9912,0.9912,0.9912,0.0,0.0,0.0088,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7400433949691447,0.8165587729322452,0.7465257469723375,0.8226566320648008,0.9912,0.9912,4952,4909,75.0
cloud_only,stable,105,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9876,0.0,0.0,0.9876,0.0,0.0124,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,105,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.797022114284836,0.0,0.8192857515573502,0.8440303620755673,17000.0,3.4,3400.0,0.0,0.0,0.0,0.136,0.9941176470588236,0.9941176470588236,0.1352,0.0,0.0,0.0058823529411764705,0.0,86.4,0.0,13.600000000000001,0.0,1146,229.2,0.6589581162026723,0.7525373750877403,0.6589581162026723,0.7525373750877403,0.1352,1.0,4952,4952,75.0
deadline_greedy,stable,105,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,105,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,105,75.0,5000,34.022074938355686,37.94487076928513,44.419113983167335,58.15980218463621,34.022074938355686,0.0,0.8883743866503239,0.8883743866503239,105550.0,21.11,21110.0,0.0,0.0,0.0,0.8444,1.0,1.0,0.8444,0.0,0.0,0.0,0.0,15.559999999999999,84.44,0.0,0.0,1304,260.8,0.7347921450572908,0.8139659169517397,0.7347921450572908,0.8139659169517397,0.8444,1.0,4952,4952,75.0
local_only,stable,106,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,106,75.0,5000,34.60175935202508,37.84648997263863,52.744018066986655,119.06960000051185,34.60175935202508,0.0086,0.880238881856203,0.8734718776464462,125000.0,25.0,25000.0,0.0086,0.0,0.0,1.0,0.9914,0.9914,0.9914,0.0,0.0,0.0086,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7404227686401984,0.8156383136745217,0.7469084437372708,0.8222875390577379,0.9914,0.9914,4952,4909,75.0
cloud_only,stable,106,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.99,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,106,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.820952028669424,0.0,0.8192857515573502,0.8420598975241185,15950.0,3.19,3190.0,0.0,0.0,0.0,0.1276,0.9858934169278997,0.9858934169278997,0.1258,0.0,0.0,0.014106583072100314,0.0,87.24,0.0,12.76,0.0,1046,209.2,0.6584013827677095,0.7510838309276302,0.6584013827677095,0.7510838309276302,0.1258,1.0,4952,4952,75.0
deadline_greedy,stable,106,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,106,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,106,75.0,5000,34.108528246715586,38.11499697664017,44.0699550008867,57.15429998235777,34.108528246715586,0.0,0.8878004297375679,0.8878004297375679,105425.0,21.085,21085.0,0.0,0.0,0.0,0.8434,1.0,1.0,0.8434,0.0,0.0,0.0,0.0,15.659999999999998,84.34,0.0,0.0,1312,262.4,0.7344887835950807,0.8144472802649765,0.7344887835950807,0.8144472802649765,0.8434,1.0,4952,4952,75.0
local_only,stable,107,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,107,75.0,5000,34.768748876604825,37.84566262823661,105.5749219818972,123.88910002773628,34.768748876604825,0.0104,0.8804773441374302,0.8719739842534066,125000.0,25.0,25000.0,0.0104,0.0,0.0,1.0,0.9896,0.9896,0.9896,0.0,0.0,0.0104,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7389799781378384,0.8148241152326874,0.7466698330419459,0.8225843449015701,0.9896,0.9896,4952,4901,75.0
cloud_only,stable,107,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9906,0.0,0.0,0.9906,0.0,0.0094,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,107,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.87239988494427,0.0,0.8192857515573502,0.8426012767910958,16025.0,3.205,3205.0,0.0,0.0,0.0,0.1282,0.9937597503900156,0.9937597503900156,0.1274,0.0,0.0,0.0062402496099844,0.0,87.18,0.0,12.82,0.0,1060,212.0,0.6590714233879301,0.7509329708188859,0.6590714233879301,0.7509329708188859,0.1274,1.0,4952,4952,75.0
deadline_greedy,stable,107,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,107,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,107,75.0,5000,34.117463760638344,38.093334772538824,44.28426099475476,57.15429998235777,34.117463760638344,0.0,0.8879929328799248,0.8879929328799248,105250.0,21.05,21050.0,0.0,0.0,0.0,0.842,1.0,1.0,0.842,0.0,0.0,0.0,0.0,15.8,84.2,0.0,0.0,1326,265.2,0.7340704963858921,0.8144001339270025,0.7340704963858921,0.8144001339270025,0.842,1.0,4952,4952,75.0
local_only,stable,108,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,108,75.0,5000,34.70671516408437,37.90815219042436,60.180693685221854,131.37720000231639,34.70671516408437,0.01,0.880680465054512,0.8720576900839806,125000.0,25.0,25000.0,0.01,0.0,0.0,1.0,0.99,0.99,0.99,0.0,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7392037080017613,0.8138961654364164,0.7467435255048392,0.8230472977905569,0.99,0.99,4952,4902,75.0
cloud_only,stable,108,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9892,0.0,0.0,0.9892,0.0,0.0108,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,108,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.808023026761305,0.0,0.8192857515573502,0.8430431849360466,16350.0,3.27,3270.0,0.0,0.0,0.0,0.1308,0.9969418960244648,0.9969418960244648,0.1304,0.0,0.0,0.0030581039755351682,0.0,86.92,0.0,13.08,0.0,1066,213.2,0.6586406662612221,0.7497130089589606,0.6586406662612221,0.7497130089589606,0.1304,1.0,4952,4952,75.0
deadline_greedy,stable,108,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,108,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,108,75.0,5000,34.086840079433486,38.098531827917824,44.28426099475476,58.29702807088225,34.086840079433486,0.0,0.8882345679938793,0.8882345679938793,105375.0,21.075,21075.0,0.0,0.0,0.0,0.843,1.0,1.0,0.843,0.0,0.0,0.0,0.0,15.7,84.3,0.0,0.0,1306,261.2,0.7342630930084515,0.813683023183334,0.7342630930084515,0.813683023183334,0.843,1.0,4952,4952,75.0
local_only,stable,109,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,stable,109,75.0,5000,34.67040237513537,37.89834973188815,99.79696004011305,127.27859999286011,34.67040237513537,0.0102,0.8805749920487403,0.8719712928652763,125000.0,25.0,25000.0,0.0102,0.0,0.0,1.0,0.9898,0.9898,0.9898,0.0,0.0,0.0102,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7396123124653344,0.8140933696809591,0.7473087474654837,0.822966321939062,0.9898,0.9898,4952,4901,75.0
cloud_only,stable,109,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9912,0.0,0.0,0.9912,0.0,0.0088,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,stable,109,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,34.80722259078631,0.0,0.8192857515573502,0.8420686581790447,16525.0,3.305,3305.0,0.0,0.0,0.0,0.1322,0.9924357034795764,0.9924357034795764,0.1312,0.0,0.0,0.007564296520423601,0.0,86.78,0.0,13.22,0.0,1106,221.2,0.658974894469725,0.7507570407908075,0.658974894469725,0.7507570407908075,0.1312,1.0,4952,4952,75.0
deadline_greedy,stable,109,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,stable,109,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,stable,109,75.0,5000,34.06857995653321,38.14018139790315,44.28426099475476,57.15429998235777,34.06857995653321,0.0,0.8881134714305401,0.8881134714305401,105275.0,21.055,21055.0,0.0,0.0,0.0,0.8422,1.0,1.0,0.8422,0.0,0.0,0.0,0.0,15.78,84.22,0.0,0.0,1316,263.2,0.7340846645746384,0.8131791442006815,0.7340846645746384,0.8131791442006815,0.8422,1.0,4952,4952,75.0
local_only,congested,100,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
edge_only,congested,100,75.0,5000,100.60264572645546,119.03591496811714,126.58357099222486,148.33700003800914,100.60264572645546,0.7594,0.8334711975455285,0.21178070485591888,125000.0,25.0,25000.0,0.7594,0.0,0.0,1.0,0.9506,0.2406,0.2406,0.71,0.0,0.0494,0.0,0.0,100.0,0.0,0.0,0,0.0,0.17833776026361317,0.19857696941423358,0.741501753841656,0.8208585588042413,0.2406,0.2406,4952,1191,75.0
cloud_only,congested,100,75.0,5000,110.19284060007195,120.6734949955717,127.31736099347474,148.33700003800914,110.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.954,0.0,0.0,0.954,0.0,0.046,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,75.0
dapper,congested,100,75.0,5000,20.06835770008508,41.38254000281451,50.644327004556544,70.15820004744455,20.06835770008508,0.0,0.8180906212925911,0.8180906212925911,0.0,0.0,0.0,0.5882,0.4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.18,0.0,0.0,58.81999999999999,1252,250.4,0.355171510441625,0.4190031514014161,0.636557842818287,0.7362944661689773,0.0,0.5588,4952,2763,75.0
deadline_greedy,congested,100,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
confidence_deadline,congested,100,75.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0,0.8192857515573502,0.8192857515573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6391523349965231,0.7365956065300292,0.6391523349965231,0.7365956065300292,0.0,1.0,4952,4952,75.0
oracle_feasible,congested,100,75.0,5000,42.36461475630552,73.28512567226171,74.69156616330417,74.99603111429201,42.36461475630552,0.0,0.8357035819351674,0.8357035819351674,25600.0,5.12,5120.0,0.0,0.0,0.0,0.2048,1.0,1.0,0.2048,0.0,0.0,0.0,0.0,79.52,20.48,0.0,0.0,1068,213.6,0.6617728664104109,0.7544135271241806,0.6617728664104109,0.7544135271241806,0.2048,1.0,4952,4952,75.0
