policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,delivered_recall,delivered_safety_recall,delivered_recall_fresh_only,delivered_safety_recall_fresh_only,remote_output_share,usable_output_rate,frames_scored,frames_scored_fresh,deadline_sweep_ms
cloud_only,stable,102,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9912,0.0,0.0,0.9912,0.0,0.0088,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,102,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,102,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,102,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,102,50.0,5000,33.99256137204998,37.99056395922963,43.65936296177097,60.70169998565689,33.99256137204998,0.0028,0.8874793251574039,0.8850730133235455,104875.0,20.975,20975.0,0.0,0.0,0.0,0.839,1.0,1.0,0.839,0.0,0.0,0.0,0.0,16.1,83.89999999999999,0.0,0.0,1336,267.2,0.7319694612412997,0.8092888051671484,0.7340447088025346,0.8125741453775698,0.839,0.9972,4952,4938,50.0
local_only,stable,103,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,103,50.0,5000,34.40458886265755,37.85131567594506,80.69131998345276,110.70169998565689,34.40458886265755,0.0106,0.8805968237578868,0.8719874858617782,125000.0,25.0,25000.0,0.0106,0.0,0.0,1.0,0.992,0.9894,0.9894,0.0026,0.0,0.008,0.0,0.0,100.0,0.0,0.0,0,0.0,0.739109635227116,0.8132289014335731,0.7468008393480267,0.8220924316944292,0.9894,0.9894,4952,4901,50.0
cloud_only,stable,103,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9904,0.0,0.0,0.9904,0.0,0.0096,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,103,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,103,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,103,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,103,50.0,5000,34.035030090056324,38.10034788535088,44.00154134044989,60.70169998565689,34.035030090056324,0.0028,0.888128774869442,0.8857138274788856,105250.0,21.05,21050.0,0.0,0.0,0.0,0.842,1.0,1.0,0.842,0.0,0.0,0.0,0.0,15.8,84.2,0.0,0.0,1322,264.4,0.7323732811917675,0.8098285880856373,0.734449673645531,0.813116119566364,0.842,0.9972,4952,4938,50.0
local_only,stable,104,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,104,50.0,5000,34.40465147917329,37.520915968280015,82.52387496526357,110.70169998565689,34.40465147917329,0.0126,0.8803694272756577,0.8701471838057041,125000.0,25.0,25000.0,0.0126,0.0,0.0,1.0,0.9908,0.9874,0.9874,0.0034,0.0,0.0092,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7370064010415884,0.8115397437808036,0.7463508584781074,0.8229073999116586,0.9874,0.9874,4952,4890,50.0
cloud_only,stable,104,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9904,0.0,0.0,0.9904,0.0,0.0096,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,104,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,104,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,104,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,104,50.0,5000,33.926648345693025,37.8693077098025,43.69464805233293,60.70169998565689,33.926648345693025,0.0028,0.8878159806489945,0.8853949942827225,104925.0,20.985,20985.0,0.0,0.0,0.0,0.8394,1.0,1.0,0.8394,0.0,0.0,0.0,0.0,16.06,83.94,0.0,0.0,1342,268.4,0.7321564071211372,0.8102058687863682,0.7342321847030926,0.81349493185316,0.8394,0.9972,4952,4938,50.0
local_only,stable,105,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,105,50.0,5000,34.45608322163996,37.71168505493453,82.45062599598899,110.70169998565689,34.45608322163996,0.0122,0.8807441069602966,0.8702192859172821,125000.0,25.0,25000.0,0.0122,0.0,0.0,1.0,0.9912,0.9878,0.9878,0.0034,0.0,0.0088,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7371704108124687,0.8124078295360188,0.7462117486392775,0.8221024337070928,0.9878,0.9878,4952,4892,50.0
cloud_only,stable,105,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9876,0.0,0.0,0.9876,0.0,0.0124,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,105,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,105,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,105,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,105,50.0,5000,33.999888603602464,37.93665368214921,43.691724975942634,60.70169998565689,33.999888603602464,0.0028,0.888210427325964,0.885789440959692,105150.0,21.03,21030.0,0.0,0.0,0.0,0.8412,1.0,1.0,0.8412,0.0,0.0,0.0,0.0,15.879999999999999,84.11999999999999,0.0,0.0,1330,266.0,0.7325263424450886,0.810046503032326,0.7346031688513728,0.8133349191474775,0.8412,0.9972,4952,4938,50.0
local_only,stable,106,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,106,50.0,5000,34.522854667707236,37.84648997263863,82.23039800999688,110.70169998565689,34.522854667707236,0.0118,0.8800901586949825,0.8705477745652199,125000.0,25.0,25000.0,0.0118,0.0,0.0,1.0,0.9914,0.9882,0.9882,0.0032,0.0,0.0086,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7378022077468502,0.8118804520393016,0.7466986578300435,0.821848970550016,0.9882,0.9882,4952,4893,50.0
cloud_only,stable,106,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.99,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,106,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,106,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,106,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,106,50.0,5000,34.08693926028737,38.077924792127995,43.65936296177097,60.70169998565689,34.08693926028737,0.0028,0.88764542760849,0.885224441242218,105050.0,21.01,21010.0,0.0,0.0,0.0,0.8404,1.0,1.0,0.8404,0.0,0.0,0.0,0.0,15.959999999999999,84.04,0.0,0.0,1332,266.4,0.7322734656355441,0.8106963299574225,0.7343495750966412,0.8139873840709166,0.8404,0.9972,4952,4938,50.0
local_only,stable,107,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,107,50.0,5000,34.65008928919609,37.84566262823661,82.80750903068113,110.70169998565689,34.65008928919609,0.0136,0.8803838091552257,0.8690952590584755,125000.0,25.0,25000.0,0.0136,0.0,0.0,1.0,0.9896,0.9864,0.9864,0.0032,0.0,0.0104,0.0,0.0,100.0,0.0,0.0,0,0.0,0.736409901897156,0.8111699235124578,0.7465100991186728,0.8222514798445952,0.9864,0.9864,4952,4885,50.0
cloud_only,stable,107,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9906,0.0,0.0,0.9906,0.0,0.0094,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,107,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,107,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,107,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
oracle_feasible,stable,107,50.0,5000,34.0999961563938,38.080130286419134,44.00154300557915,60.70169998565689,34.0999961563938,0.0028,0.8878493749856949,0.885428388619423,104900.0,20.98,20980.0,0.0,0.0,0.0,0.8392,1.0,1.0,0.8392,0.0,0.0,0.0,0.0,16.08,83.91999999999999,0.0,0.0,1348,269.6,0.7318720066439104,0.8104807200075885,0.7339469779061654,0.8137708988438845,0.8392,0.9972,4952,4938,50.0
local_only,stable,108,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
edge_only,stable,108,50.0,5000,34.610320629657586,37.90815219042436,82.7348029514542,110.70169998565689,34.610320629657586,0.0136,0.8805523332238198,0.868828741300106,125000.0,25.0,25000.0,0.0136,0.0,0.0,1.0,0.99,0.9864,0.9864,0.0036,0.0,0.01,0.0,0.0,100.0,0.0,0.0,0,0.0,0.7362802391924198,0.8095681192687478,0.7465314792139358,0.8225943779492104,0.9864,0.9864,4952,4884,50.0
cloud_only,stable,108,50.0,5000,85.19284060007195,95.6734949955717,102.31736099347474,123.33700003800914,85.19284060007195,1.0,0.8192857515573502,0.0,175000.0,35.0,35000.0,1.0,0.0,0.0,1.0,0.9892,0.0,0.0,0.9892,0.0,0.0108,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,4952,0,50.0
dapper,stable,108,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
deadline_greedy,stable,108,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
confidence_deadline,stable,108,50.0,5000,35.19284060007194,45.6734949955717,52.31736099347473,73.33700003800914,35.19284060007194,0.0224,0.8192857515573502,0.8010538005888462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0,0.6241299751101134,0.7174829557521653,0.6385726522200994,0.7348134619297538,0.0,0.9776,4952,4840,50.0
