variant,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000
dapper_full,variable,110,100.0,1000,20.982663888093814,33.908831310824965,34.67822534775889,34.98146709760653,22.85841796982215,0.0,0.7252583766377324,0.7294279576298566,5500.0,5.5,5500.0,0.226,0.171,0.0,0.22,0.9181818181818182,0.12727272727272726,0.028,0.7909090909090909,0.0,0.08181818181818182,0.0,60.9,0.0,22.0,17.1,315,315.0
dapper_full,variable,111,100.0,1000,21.15036747714493,33.79838354481562,34.723349040720166,34.97684653932659,23.898246545335653,0.0,0.7257443855359366,0.7321232698987364,6050.0,6.05,6050.0,0.216,0.166,0.0,0.242,0.9297520661157025,0.16942148760330578,0.041,0.7603305785123967,0.0,0.07024793388429752,0.0,59.199999999999996,0.0,24.2,16.6,312,312.0
dapper_full,variable,112,100.0,1000,21.078172240720427,34.0565418294024,34.79412676903375,34.95854802039493,24.212262504548903,0.0,0.728773769620013,0.7356621447394286,6425.0,6.425,6425.0,0.215,0.162,0.0,0.257,0.9455252918287937,0.17898832684824903,0.046,0.7665369649805448,0.0,0.054474708171206226,0.0,58.099999999999994,0.0,25.7,16.2,324,324.0
dapper_full,variable,113,100.0,1000,21.273906223598555,33.57682626381407,34.78843892853948,34.96829040868747,22.896912929005918,0.0,0.7263068757945752,0.7298801650003229,5800.0,5.8,5800.0,0.197,0.15,0.0,0.232,0.9396551724137931,0.10344827586206896,0.024,0.8362068965517241,0.0,0.0603448275862069,0.0,61.8,0.0,23.200000000000003,15.0,301,301.0
dapper_full,variable,114,100.0,1000,19.651478679764644,33.53883646549626,34.61117657596823,34.99588156157893,21.80082481738994,0.0,0.7222741502329159,0.7272650507331792,4450.0,4.45,4450.0,0.266,0.205,0.0,0.178,0.9044943820224719,0.1797752808988764,0.032,0.7247191011235955,0.0,0.09550561797752809,0.0,61.7,0.0,17.8,20.5,333,333.0
dapper_full,variable,115,100.0,1000,21.45827282696581,33.34691437699113,34.626745067103904,34.87718954629805,24.548942824019623,0.0,0.7230935571850724,0.7305974128658156,5350.0,5.35,5350.0,0.176,0.137,0.0,0.214,0.9065420560747663,0.2102803738317757,0.045,0.6962616822429907,0.0,0.09345794392523364,0.0,64.9,0.0,21.4,13.700000000000001,290,290.0
dapper_full,variable,116,100.0,1000,20.840460970931165,33.98344969197258,34.76841725790863,34.94714462527301,22.676296011280233,0.0,0.7289372186607409,0.7337824041177154,4900.0,4.9,4900.0,0.239,0.184,0.0,0.196,0.9336734693877551,0.1377551020408163,0.027,0.7959183673469388,0.0,0.0663265306122449,0.0,62.0,0.0,19.6,18.4,294,294.0
dapper_full,variable,117,100.0,1000,22.76021868961211,34.240173789397694,34.82080355680936,34.990866631104254,24.340232113684532,0.0,0.7236897900442029,0.7274013833791875,6150.0,6.15,6150.0,0.132,0.1,0.0,0.246,0.9146341463414634,0.09349593495934959,0.023,0.8211382113821138,0.0,0.08536585365853659,0.0,65.4,0.0,24.6,10.0,296,296.0
dapper_full,variable,118,100.0,1000,21.19990772515089,33.5101571170854,34.37942051281876,34.868091607089696,24.795661088368785,0.0,0.7251742139285398,0.7332718839678496,6650.0,6.65,6650.0,0.193,0.148,0.0,0.266,0.9323308270676691,0.19548872180451127,0.052,0.7368421052631579,0.0,0.06766917293233082,0.0,58.599999999999994,0.0,26.6,14.799999999999999,320,320.0
dapper_full,variable,119,100.0,1000,20.98980792595105,33.65904383541709,34.57959716197339,34.99635852821138,23.759955843587026,0.0,0.7248011782863056,0.731759718303051,5900.0,5.9,5900.0,0.218,0.166,0.0,0.236,0.9279661016949152,0.17372881355932204,0.041,0.7542372881355932,0.0,0.07203389830508475,0.0,59.8,0.0,23.599999999999998,16.6,303,303.0
